Map,Type,Index,Name,Description
Sever the Wicked (E4M3),Chaingun,178,"","",
Sever the Wicked (E4M3),Shotgun,254,"","",
Sever the Wicked (E4M3),Rocket launcher,299,"","",
Sever the Wicked (E4M3),Partial invisibility,304,"","",
,,,,
Unruly Evil (E4M4),Rocket launcher,9,"","",
Unruly Evil (E4M4),Berserk,15,"","",
Unruly Evil (E4M4),Red skull key,16,"","",
Unruly Evil (E4M4),Chaingun,56,"","",
Unruly Evil (E4M4),Shotgun,61,"","",
Unruly Evil (E4M4),Partial invisibility,68,"","",
Unruly Evil (E4M4),Invulnerability,115,"","",
Unruly Evil (E4M4),Supercharge,116,"","",
,,,,
They Will Repent (E4M5),Yellow skull key,17,"","",
They Will Repent (E4M5),Red skull key,20,"","",
They Will Repent (E4M5),Blue skull key,21,"","",
They Will Repent (E4M5),BFG9000,31,"","",
They Will Repent (E4M5),Chaingun,137,"","",
They Will Repent (E4M5),Rocket launcher,140,"","",
They Will Repent (E4M5),Armor,155,"","",
They Will Repent (E4M5),Plasma gun,177,"","",
They Will Repent (E4M5),Supercharge,193,"","",
They Will Repent (E4M5),Invulnerability,199,"","",
They Will Repent (E4M5),Berserk,256,"","",
,,,,
Against Thee Wickedly (E4M6),Plasma gun,30,"","",
Against Thee Wickedly (E4M6),Blue skull key,39,"","",
Against Thee Wickedly (E4M6),Yellow skull key,47,"","",
Against Thee Wickedly (E4M6),Supercharge,48,"","",
Against Thee Wickedly (E4M6),Rocket launcher,49,"","",
Against Thee Wickedly (E4M6),Chaingun,54,"","",
Against Thee Wickedly (E4M6),Partial invisibility,56,"","",
Against Thee Wickedly (E4M6),Red skull key,77,"","",
Against Thee Wickedly (E4M6),Invulnerability,78,"","",
Against Thee Wickedly (E4M6),Invulnerability,89,"","",
Against Thee Wickedly (E4M6),BFG9000,99,"","",
Against Thee Wickedly (E4M6),Backpack,102,"","",
Against Thee Wickedly (E4M6),Berserk,256,"","",
Against Thee Wickedly (E4M6),Shotgun,278,"","",
Against Thee Wickedly (E4M6),Armor,292,"","",
Against Thee Wickedly (E4M6),Mega Armor,293,"","",
,,,,
And Hell Followed (E4M7),Shotgun,1,"","",
And Hell Followed (E4M7),Chaingun,33,"","",
And Hell Followed (E4M7),Rocket launcher,58,"","",
And Hell Followed (E4M7),Plasma gun,61,"","",
And Hell Followed (E4M7),Backpack,76,"","",
And Hell Followed (E4M7),Supercharge,77,"","",
And Hell Followed (E4M7),Blue skull key,87,"","",
And Hell Followed (E4M7),Partial invisibility,122,"","",
And Hell Followed (E4M7),Mega Armor,156,"","",
And Hell Followed (E4M7),Armor,172,"","",
And Hell Followed (E4M7),Computer area map,173,"","",
And Hell Followed (E4M7),Berserk,174,"","",
And Hell Followed (E4M7),Yellow skull key,182,"","",
And Hell Followed (E4M7),Red skull key,186,"","",
And Hell Followed (E4M7),Chainsaw,190,"","",
And Hell Followed (E4M7),BFG9000,196,"","",
And Hell Followed (E4M7),Mega Armor,217,"","",
And Hell Followed (E4M7),Invulnerability,235,"","",
And Hell Followed (E4M7),Invulnerability,236,"","",
And Hell Followed (E4M7),Supercharge,237,"","",
And Hell Followed (E4M7),Rocket launcher,243,"","",
And Hell Followed (E4M7),Rocket launcher,248,"","",
,,,,
Unto the Cruel (E4M8),Shotgun,80,"","",
Unto the Cruel (E4M8),Supercharge,81,"","",
Unto the Cruel (E4M8),Rocket launcher,85,"","",
Unto the Cruel (E4M8),Mega Armor,100,"","",
Unto the Cruel (E4M8),Supercharge,101,"","",
Unto the Cruel (E4M8),Mega Armor,102,"","",
Unto the Cruel (E4M8),Yellow skull key,146,"","",
Unto the Cruel (E4M8),Berserk,148,"","",
Unto the Cruel (E4M8),BFG9000,180,"","",
Unto the Cruel (E4M8),Rocket launcher,186,"","",
Unto the Cruel (E4M8),Plasma gun,187,"","",
Unto the Cruel (E4M8),Red skull key,192,"","",
Unto the Cruel (E4M8),Chaingun,292,"","",
Unto the Cruel (E4M8),Supercharge,304,"","",
Unto the Cruel (E4M8),Partial invisibility,310,"","",
Unto the Cruel (E4M8),Backpack,311,"","",
Unto the Cruel (E4M8),Plasma gun,312,"","",
,,,,
Fear (E4M9),Yellow skull key,6,"","",
Fear (E4M9),Shotgun,37,"","",
Fear (E4M9),Mega Armor,40,"","",
Fear (E4M9),Rocket launcher,119,"","",
Fear (E4M9),Rocket launcher,149,"","",
Fear (E4M9),Backpack,151,"","",
Fear (E4M9),Plasma gun,220,"","",
Fear (E4M9),Chaingun,235,"","",
Fear (E4M9),Berserk,246,"","",
